x,y
2010-08-16,0.0655
2010-08-17,0.07
2010-08-18,0.068
2010-08-19,0.0667
2010-08-20,0.0655
2010-08-21,0.0664
2010-08-22,0.066
2010-08-23,0.0649
2010-08-24,0.065
2010-08-25,0.0648
2010-08-26,0.064
2010-08-27,0.065
2010-08-28,0.0641
2010-08-29,0.064
2010-08-30,0.065
2010-08-31,0.06
2010-09-01,0.0629
2010-09-02,0.0634
2010-09-03,0.0609
2010-09-04,0.0624
2010-09-05,0.0616
2010-09-06,0.0616
2010-09-07,0.061
2010-09-08,0.062
2010-09-09,0.0611
2010-09-10,0.0618
2010-09-11,0.0637
2010-09-12,0.0615
2010-09-13,0.0622
2010-09-14,0.062
2010-09-15,0.0604
2010-09-16,0.0619
2010-09-17,0.059
2010-09-18,0.061
2010-09-19,0.0627
2010-09-20,0.0621
2010-09-21,0.0627
2010-09-22,0.0622
2010-09-23,0.0623
2010-09-24,0.0622
2010-09-25,0.062
2010-09-26,0.062
2010-09-27,0.0622
2010-09-28,0.0619
2010-09-29,0.0619
2010-09-30,0.0619
2010-10-01,0.062
2010-10-02,0.0614
2010-10-03,0.0611
2010-10-04,0.0613
2010-10-05,0.0614
2010-10-06,0.0628
2010-10-07,0.067
2010-10-08,0.0869
2010-10-09,0.0938
2010-10-10,0.0965
2010-10-11,0.095
2010-10-12,0.0949
2010-10-13,0.105
2010-10-14,0.102
2010-10-15,0.105
2010-10-16,0.101
2010-10-17,0.102
2010-10-18,0.1024
2010-10-19,0.097
2010-10-20,0.099
2010-10-21,0.107
2010-10-22,0.1025
2010-10-23,0.1055
2010-10-24,0.115
2010-10-25,0.132
2010-10-26,0.1503
2010-10-27,0.1877
2010-10-28,0.1731
2010-10-29,0.19
2010-10-30,0.1989
2010-10-31,0.1925
2010-11-01,0.1955
2010-11-02,0.1938
2010-11-03,0.1931
2010-11-04,0.23
2010-11-05,0.26
2010-11-06,0.39
2010-11-07,0.34
2010-11-08,0.243
2010-11-09,0.21
2010-11-10,0.24
2010-11-11,0.2231
2010-11-12,0.2682
2010-11-13,0.276
2010-11-14,0.279
2010-11-15,0.2682
2010-11-16,0.223
2010-11-17,0.2299
2010-11-18,0.2678
2010-11-19,0.28
2010-11-20,0.283
2010-11-21,0.2768
2010-11-22,0.2879
2010-11-23,0.283
2010-11-24,0.283
2010-11-25,0.28
2010-11-26,0.2844
2010-11-27,0.283
2010-11-28,0.27
2010-11-29,0.2299
2010-11-30,0.2082
2010-12-01,0.2275
2010-12-02,0.255
2010-12-03,0.2511
2010-12-04,0.205
2010-12-05,0.19
2010-12-06,0.204
2010-12-07,0.233
2010-12-08,0.2388
2010-12-09,0.2
2010-12-10,0.204
2010-12-11,0.228
2010-12-12,0.22
2010-12-13,0.2299
2010-12-14,0.2467
2010-12-15,0.238
2010-12-16,0.25
2010-12-17,0.24
2010-12-18,0.241
2010-12-19,0.2401
2010-12-20,0.267
2010-12-21,0.24
2010-12-22,0.25
2010-12-23,0.25
2010-12-24,0.248
2010-12-25,0.2499
2010-12-26,0.265
2010-12-27,0.265
2010-12-28,0.281
2010-12-29,0.3
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.3
2011-01-03,0.295
2011-01-04,0.299
2011-01-05,0.299
2011-01-06,0.298
2011-01-07,0.32
2011-01-08,0.3229
2011-01-09,0.323
2011-01-10,0.3266
2011-01-11,0.3266
2011-01-12,0.3188
2011-01-13,0.3176
2011-01-14,0.4
2011-01-15,0.386
2011-01-16,0.3868
2011-01-17,0.3495
2011-01-18,0.313
2011-01-19,0.313
2011-01-20,0.39
2011-01-21,0.4199
2011-01-22,0.4443
2011-01-23,0.4424
2011-01-24,0.4199
2011-01-25,0.41
2011-01-26,0.417
2011-01-27,0.4212
2011-01-28,0.446
2011-01-29,0.439
2011-01-30,0.4799
2011-01-31,0.52
2011-02-01,0.7
2011-02-02,0.716
2011-02-03,0.69
2011-02-04,0.811
2011-02-05,0.92
2011-02-06,0.8997
2011-02-07,0.89
2011-02-08,0.918
2011-02-09,1.09
2011-02-10,0.9803
2011-02-11,1.07
2011-02-12,1.0799
2011-02-13,1.05
2011-02-14,1.07
2011-02-15,1.05
2011-02-16,1.045
2011-02-17,1.04
2011-02-18,0.8989
2011-02-19,0.949
2011-02-20,0.85
2011-02-21,0.8345
2011-02-22,0.8702
2011-02-23,0.9
2011-02-24,0.9974
2011-02-25,0.9111
2011-02-26,0.958
2011-02-27,0.89
2011-02-28,0.86
2011-03-01,0.9202
2011-03-02,0.9399
2011-03-03,0.9391
2011-03-04,0.901
2011-03-05,0.9103
2011-03-06,0.8999
2011-03-07,0.885
2011-03-08,0.87
2011-03-09,0.8645
2011-03-10,0.9329
2011-03-11,0.88
2011-03-12,0.918
2011-03-13,0.8925
2011-03-14,0.8949
2011-03-15,0.87
2011-03-16,0.86
2011-03-17,0.8254
2011-03-18,0.8165
2011-03-19,0.765
2011-03-20,0.7411
2011-03-21,0.759
2011-03-22,0.809
2011-03-23,0.8497
2011-03-24,0.8669
2011-03-25,0.8838
2011-03-26,0.8552
2011-03-27,0.82
2011-03-28,0.799
2011-03-29,0.7925
2011-03-30,0.7897
2011-03-31,0.7846
2011-04-01,0.7741
2011-04-02,0.782
2011-04-03,0.779
2011-04-04,0.68
2011-04-05,0.71
2011-04-06,0.74
2011-04-07,0.7538
2011-04-08,0.75
2011-04-09,0.73
2011-04-10,0.7369
2011-04-11,0.77
2011-04-12,0.86
2011-04-13,0.9225
2011-04-14,1
2011-04-15,0.9899
2011-04-16,1.0499
2011-04-17,1.1123
2011-04-18,1.162
2011-04-19,1.1979
2011-04-20,1.1421
2011-04-21,1.21
2011-04-22,1.409
2011-04-23,1.7001
2011-04-24,1.6301
2011-04-25,1.559
2011-04-26,1.7949
2011-04-27,1.9
2011-04-28,2.2106
2011-04-29,2.88
2011-04-30,3.5
2011-05-01,3.0331
2011-05-02,3.2
2011-05-03,3.41
2011-05-04,3.4061
2011-05-05,3.333
2011-05-06,3.45
2011-05-07,3.641
2011-05-08,3.8659
2011-05-09,3.8
2011-05-10,5.81
2011-05-11,5.5
2011-05-12,6.3002
2011-05-13,8.198
2011-05-14,7.1977
2011-05-15,6.987
2011-05-16,8.0339
2011-05-17,7.19
2011-05-18,6.88
2011-05-19,6.805
2011-05-20,5.5904
2011-05-21,6.1197
2011-05-22,6.6901
2011-05-23,7.1499
2011-05-24,7.42
2011-05-25,8.3997
2011-05-26,8.798
2011-05-27,8.5002
2011-05-28,8.3001
2011-05-29,8.4299
2011-05-30,8.8
2011-05-31,8.741
2011-06-01,9.57
2011-06-02,10.6
2011-06-03,14.29
2011-06-04,18.89
2011-06-05,16.7
2011-06-06,18.5499
2011-06-07,23.9234
2011-06-08,29.6
2011-06-09,28.919
2011-06-10,23.9497
2011-06-11,14.6511
2011-06-12,18.5464
2011-06-13,19.84
2011-06-14,19.28
2011-06-15,19.49
2011-06-16,17
2011-06-17,15.681
2011-06-18,16.89
2011-06-19,17.51
2011-06-20,17.51
2011-06-21,17.51
2011-06-22,17.51
2011-06-23,17.51
2011-06-24,17.51
2011-06-25,17.51
2011-06-26,16.45
2011-06-27,16.75
2011-06-28,16.9498
2011-06-29,16.845
2011-06-30,16.101
2011-07-01,15.397
2011-07-02,15.4
2011-07-03,15.4405
2011-07-04,13.86
2011-07-05,12.9069
2011-07-06,14.7835
2011-07-07,14.7761
2011-07-08,14.314
2011-07-09,14.38
2011-07-10,14.9
2011-07-11,14.2091
2011-07-12,14.0094
2011-07-13,13.951
2011-07-14,13.99
2011-07-15,13.81
2011-07-16,13.7191
2011-07-17,13.16
2011-07-18,13.48
2011-07-19,13.8502
2011-07-20,13.6894
2011-07-21,13.61
2011-07-22,13.6954
2011-07-23,13.68
2011-07-24,13.98
2011-07-25,14.0478
2011-07-26,13.8821
2011-07-27,13.9394
2011-07-28,13.4901
2011-07-29,13.4983
2011-07-30,13.5303
2011-07-31,13.35
2011-08-01,13.0946
2011-08-02,12.05
2011-08-03,9.26
2011-08-04,10.75
2011-08-05,9.7999
2011-08-06,6.55
2011-08-07,7.9
2011-08-08,7.7999
2011-08-09,9.99
2011-08-10,9.98
2011-08-11,9.4625
2011-08-12,9.4605
2011-08-13,10.131
2011-08-14,10.7957
2011-08-15,11.1498
2011-08-16,10.9641
2011-08-17,10.9456
2011-08-18,10.83
2011-08-19,11.65
2011-08-20,11.453
2011-08-21,11.3113
2011-08-22,10.895
2011-08-23,10.94
2011-08-24,10.8506
2011-08-25,9.657
2011-08-26,8.1794
2011-08-27,8.5902
2011-08-28,9.0701
2011-08-29,8.969
2011-08-30,8.7913
2011-08-31,8.1995
2011-09-01,8.21
2011-09-02,8.64
2011-09-03,8.48
2011-09-04,8.178
2011-09-05,7.611
2011-09-06,6.8628
2011-09-07,7.1864
2011-09-08,6.53
2011-09-09,5.03
2011-09-10,4.7739
2011-09-11,5.8644
2011-09-12,6.078
2011-09-13,5.8
2011-09-14,5.6193
2011-09-15,4.84
2011-09-16,4.82
2011-09-17,4.77
2011-09-18,5.2
2011-09-19,5.46
2011-09-20,6.1119
2011-09-21,5.6114
2011-09-22,5.4278
2011-09-23,5.5451
2011-09-24,5.4683
2011-09-25,5.33
2011-09-26,4.8697
2011-09-27,4.9156
2011-09-28,4.7725
2011-09-29,4.7794
2011-09-30,5.1401
2011-10-01,5.0324
2011-10-02,5.027
2011-10-03,5.024
2011-10-04,4.96
2011-10-05,4.87
2011-10-06,4.7344
2011-10-07,4.2728
2011-10-08,4.0075
2011-10-09,4.1029
2011-10-10,4.1
2011-10-11,3.9308
2011-10-12,4.15
2011-10-13,4.0462
2011-10-14,3.9879
2011-10-15,3.8421
2011-10-16,3.557
2011-10-17,2.56
2011-10-18,2.419
2011-10-19,2.27
2011-10-20,2.348
2011-10-21,2.57
2011-10-22,3.1588
2011-10-23,3.17
2011-10-24,2.545
2011-10-25,2.77
2011-10-26,2.773
2011-10-27,3.04
2011-10-28,3.19
2011-10-29,3.5811
2011-10-30,3.27
2011-10-31,3.248
2011-11-01,3.15
2011-11-02,3.2543
2011-11-03,3.152
2011-11-04,3.109
2011-11-05,2.97
2011-11-06,2.9596
2011-11-07,3.0068
2011-11-08,3.035
2011-11-09,2.95
2011-11-10,2.8399
2011-11-11,3.08
2011-11-12,3.031
2011-11-13,2.9969
2011-11-14,2.22
2011-11-15,2.329
2011-11-16,2.5604
2011-11-17,2.25
2011-11-18,2.05
2011-11-19,2.1959
2011-11-20,2.2
2011-11-21,2.294
2011-11-22,2.3289
2011-11-23,2.3321
2011-11-24,2.4321
2011-11-25,2.5061
2011-11-26,2.47
2011-11-27,2.4799
2011-11-28,2.55
2011-11-29,2.7502
2011-11-30,2.9701
2011-12-01,3.06
2011-12-02,3.1151
2011-12-03,2.794
2011-12-04,2.8281
2011-12-05,2.8798
2011-12-06,3.03
2011-12-07,2.99
2011-12-08,2.98
2011-12-09,2.97
2011-12-10,3.05
2011-12-11,3.2511
2011-12-12,3.135
2011-12-13,3.2499
2011-12-14,3.15
2011-12-15,3.2
2011-12-16,3.2
2011-12-17,3.2001
2011-12-18,3.193
2011-12-19,3.5202
2011-12-20,3.95
2011-12-21,3.89
2011-12-22,3.8901
2011-12-23,3.9468
2011-12-24,3.94
2011-12-25,4.225
2011-12-26,4.018
2011-12-27,4.07
2011-12-28,4.1855
2011-12-29,4.166
2011-12-30,4.248
2011-12-31,4.722
2012-01-01,5.2677
2012-01-02,5.2168
2012-01-03,4.8808
2012-01-04,5.5738
2012-01-05,6.9476
2012-01-06,6.6969
2012-01-07,6.81
2012-01-08,7.1136
2012-01-09,6.3257
2012-01-10,6.36
2012-01-11,6.9
2012-01-12,6.8
2012-01-13,6.41
2012-01-14,6.75
2012-01-15,7.0018
2012-01-16,6.6825
2012-01-17,5.6
2012-01-18,5.92
2012-01-19,6.3598
2012-01-20,6.4898
2012-01-21,6.18
2012-01-22,6.3097
2012-01-23,6.356
2012-01-24,6.2898
2012-01-25,5.75
2012-01-26,5.34
2012-01-27,5.292
2012-01-28,5.6267
2012-01-29,5.3809
2012-01-30,5.4905
2012-01-31,5.4838
2012-02-01,6.0756
2012-02-02,6.1
2012-02-03,5.9593
2012-02-04,5.8734
2012-02-05,5.6888
2012-02-06,5.4535
2012-02-07,5.69
2012-02-08,5.6
2012-02-09,5.83
2012-02-10,5.9126
2012-02-11,5.6005
2012-02-12,5.5147
2012-02-13,5.26
2012-02-14,4.4629
2012-02-15,4.3251
2012-02-16,4.2739
2012-02-17,4.41
2012-02-18,4.222
2012-02-19,4.3867
2012-02-20,4.3615
2012-02-21,4.272
2012-02-22,4.4247
2012-02-23,5.015
2012-02-24,5.0288
2012-02-25,4.773
2012-02-26,4.922
2012-02-27,4.956
2012-02-28,4.868
2012-02-29,4.86
2012-03-01,4.9213
2012-03-02,4.705
2012-03-03,4.6144
2012-03-04,4.82
2012-03-05,4.9843
2012-03-06,4.9901
2012-03-07,4.9375
2012-03-08,4.9302
2012-03-09,4.8611
2012-03-10,4.8332
2012-03-11,4.91
2012-03-12,4.8901
2012-03-13,5.27
2012-03-14,5.38
2012-03-15,5.3266
2012-03-16,5.3439
2012-03-17,5.2159
2012-03-18,5.2794
2012-03-19,4.6939
2012-03-20,4.8379
2012-03-21,4.8149
2012-03-22,4.7043
2012-03-23,4.686
2012-03-24,4.676
2012-03-25,4.55
2012-03-26,4.6191
2012-03-27,4.8113
2012-03-28,4.788
2012-03-29,4.8084
2012-03-30,4.86
2012-03-31,4.9087
2012-04-01,4.827
2012-04-02,4.974
2012-04-03,4.952
2012-04-04,4.9101
2012-04-05,4.919
2012-04-06,4.9499
2012-04-07,4.6872
2012-04-08,4.7925
2012-04-09,4.8719
2012-04-10,4.8367
2012-04-11,4.9279
2012-04-12,4.9197
2012-04-13,4.94
2012-04-14,4.9597
2012-04-15,4.9689
2012-04-16,4.932
2012-04-17,4.9759
2012-04-18,5.1178
2012-04-19,5.1377
2012-04-20,5.35
2012-04-21,5.2601
2012-04-22,5.2035
2012-04-23,4.96
2012-04-24,5.0982
2012-04-25,5.1318
2012-04-26,5.0976
2012-04-27,5.1095
2012-04-28,4.9794
2012-04-29,4.9044
2012-04-30,4.9491
2012-05-01,5
2012-05-02,5.0737
2012-05-03,5.1344
2012-05-04,5.067
2012-05-05,5.077
2012-05-06,5.0499
2012-05-07,5.06
2012-05-08,5.05
2012-05-09,5.0437
2012-05-10,4.85
2012-05-11,4.96
2012-05-12,4.9462
2012-05-13,4.93
2012-05-14,5.0059
2012-05-15,5.035
2012-05-16,5.0887
2012-05-17,5.0998
2012-05-18,5.118
2012-05-19,5.0995
2012-05-20,5.09
2012-05-21,5.0998
2012-05-22,5.0988
2012-05-23,5.1397
2012-05-24,5.119
2012-05-25,5.1455
2012-05-26,5.1032
2012-05-27,5.139
2012-05-28,5.1358
2012-05-29,5.15
2012-05-30,5.135
2012-05-31,5.1801
2012-06-01,5.2748
2012-06-02,5.249
2012-06-03,5.2051
2012-06-04,5.266
2012-06-05,5.44
2012-06-06,5.46
2012-06-07,5.591
2012-06-08,5.633
2012-06-09,5.56
2012-06-10,5.4683
2012-06-11,5.5747
2012-06-12,5.7
2012-06-13,5.929
2012-06-14,5.9541
2012-06-15,6.5
2012-06-16,6.4
2012-06-17,6.1638
2012-06-18,6.31
2012-06-19,6.4988
2012-06-20,6.67
2012-06-21,6.6801
2012-06-22,6.5478
2012-06-23,6.4285
2012-06-24,6.35
2012-06-25,6.3048
2012-06-26,6.4195
2012-06-27,6.647
2012-06-28,6.6059
2012-06-29,6.65
2012-06-30,6.69
2012-07-01,6.629
2012-07-02,6.76
2012-07-03,6.4499
2012-07-04,6.5101
2012-07-05,6.67
2012-07-06,6.6481
2012-07-07,6.7621
2012-07-08,6.799
2012-07-09,7.0215
2012-07-10,7.1999
2012-07-11,7.15
2012-07-12,7.7644
2012-07-13,7.6651
2012-07-14,7.5421
2012-07-15,7.621
2012-07-16,8.4996
2012-07-17,8.8
2012-07-18,9.1098
2012-07-19,8.87
2012-07-20,8.52
2012-07-21,8.8455
2012-07-22,8.4096
2012-07-23,8.4457
2012-07-24,8.6
2012-07-25,8.8
2012-07-26,8.9
2012-07-27,8.9
2012-07-28,8.8881
2012-07-29,8.7103
2012-07-30,9.098
2012-07-31,9.35
2012-08-01,9.5503
2012-08-02,10.53
2012-08-03,10.97
2012-08-04,10.984
2012-08-05,10.87
2012-08-06,10.8552
2012-08-07,11.1
2012-08-08,11.0553
2012-08-09,11.0611
2012-08-10,11.3864
2012-08-11,11.5102
2012-08-12,11.624
2012-08-13,12.0375
2012-08-14,12.19
2012-08-15,13.25
2012-08-16,13.5
2012-08-17,11.5836
2012-08-18,11.61
2012-08-19,8
2012-08-20,10.1
2012-08-21,9.915
2012-08-22,9.8068
2012-08-23,10.1
2012-08-24,10.6
2012-08-25,10.5239
2012-08-26,10.61
2012-08-27,10.95
2012-08-28,10.94
2012-08-29,10.9169
2012-08-30,10.777
2012-08-31,10.16
2012-09-01,9.9654
2012-09-02,10.2041
2012-09-03,10.53
2012-09-04,10.3847
2012-09-05,10.9997
2012-09-06,11.181
2012-09-07,11
2012-09-08,11.037
2012-09-09,11.02
2012-09-10,11.17
2012-09-11,11.3308
2012-09-12,11.3649
2012-09-13,11.399
2012-09-14,11.67
2012-09-15,11.75
2012-09-16,11.87
2012-09-17,11.89
2012-09-18,12.25
2012-09-19,12.5725
2012-09-20,12.2825
2012-09-21,12.368
2012-09-22,12.2378
2012-09-23,12.1933
2012-09-24,12.1
2012-09-25,12.197
2012-09-26,12.27
2012-09-27,12.3089
2012-09-28,12.391
2012-09-29,12.3631
2012-09-30,12.4
2012-10-01,12.4
2012-10-02,12.84
2012-10-03,12.89
2012-10-04,12.85
2012-10-05,12.688
2012-10-06,12.505
2012-10-07,11.8
2012-10-08,11.7781
2012-10-09,11.895
2012-10-10,12.12
2012-10-11,12.03
2012-10-12,12
2012-10-13,11.861
2012-10-14,11.7389
2012-10-15,11.8381
2012-10-16,11.8499
2012-10-17,11.81
2012-10-18,11.9398
2012-10-19,11.7401
2012-10-20,11.7399
2012-10-21,11.6311
2012-10-22,11.7101
2012-10-23,11.65
2012-10-24,11.65
2012-10-25,10.8616
2012-10-26,10.1706
2012-10-27,10.2605
2012-10-28,10.7
2012-10-29,10.6
2012-10-30,10.8875
2012-10-31,11.201
2012-11-01,10.57
2012-11-02,10.4688
2012-11-03,10.6425
2012-11-04,10.8001
2012-11-05,10.748
2012-11-06,10.899
2012-11-07,10.92
2012-11-08,10.925
2012-11-09,10.815
2012-11-10,10.89
2012-11-11,10.8687
2012-11-12,11.008
2012-11-13,10.9512
2012-11-14,10.95
2012-11-15,11.1977
2012-11-16,11.7489
2012-11-17,11.7889
2012-11-18,11.6515
2012-11-19,11.7999
2012-11-20,11.7328
2012-11-21,11.77
2012-11-22,12.4219
2012-11-23,12.345
2012-11-24,12.4115
2012-11-25,12.4821
2012-11-26,12.2455
2012-11-27,12.2
2012-11-28,12.3477
2012-11-29,12.45
2012-11-30,12.565
2012-12-01,12.562
2012-12-02,12.5
2012-12-03,12.679
2012-12-04,13.41
2012-12-05,13.38
2012-12-06,13.299
2012-12-07,13.4999
2012-12-08,13.4201
2012-12-09,13.388
2012-12-10,13.4334
2012-12-11,13.557
2012-12-12,13.6989
2012-12-13,13.7001
2012-12-14,13.6
2012-12-15,13.4901
2012-12-16,13.3
2012-12-17,13.2501
2012-12-18,13.299
2012-12-19,13.599
2012-12-20,13.5246
2012-12-21,13.5
2012-12-22,13.3714
2012-12-23,13.312
2012-12-24,13.38
2012-12-25,13.35
2012-12-26,13.4679
2012-12-27,13.4217
2012-12-28,13.4212
2012-12-29,13.4
2012-12-30,13.45
2012-12-31,13.51
2013-01-01,13.3041
2013-01-02,13.28
2013-01-03,13.3979
2013-01-04,13.5
2013-01-05,13.44
2013-01-06,13.454
2013-01-07,13.5876
2013-01-08,13.7428
2013-01-09,13.77
2013-01-10,14.14
2013-01-11,14.137
2013-01-12,14.237
2013-01-13,14.116
2013-01-14,14.3
2013-01-15,14.25
2013-01-16,14.73
2013-01-17,15.5
2013-01-18,15.705
2013-01-19,15.615
2013-01-20,15.7
2013-01-21,16.8
2013-01-22,17.2614
2013-01-23,17.5
2013-01-24,16.896
2013-01-25,17.4
2013-01-26,17.88
2013-01-27,17.8182
2013-01-28,18.721
2013-01-29,19.5254
2013-01-30,19.7
2013-01-31,20.41
2013-02-01,20.499
2013-02-02,19.63
2013-02-03,20.59
2013-02-04,20.4301
2013-02-05,20.6
2013-02-06,21.18
2013-02-07,22.15
2013-02-08,22.66
2013-02-09,23.65
2013-02-10,23.9698
2013-02-11,24.65
2013-02-12,25.1698
2013-02-13,24.2
2013-02-14,27.2205
2013-02-15,27.1
2013-02-16,27.2158
2013-02-17,26.8146
2013-02-18,26.95
2013-02-19,29.4176
2013-02-20,29.645
2013-02-21,29.7477
2013-02-22,30.2454
2013-02-23,29.8
2013-02-24,29.89
2013-02-25,30.4
2013-02-26,31.1
2013-02-27,30.9012
2013-02-28,33.38
2013-03-01,34.5
2013-03-02,34.25
2013-03-03,34.5
2013-03-04,36.152
2013-03-05,40.33
2013-03-06,41.0201
2013-03-07,42
2013-03-08,44.18
2013-03-09,46.85
2013-03-10,46
2013-03-11,48.4
2013-03-12,44.2899
2013-03-13,46.92
2013-03-14,47.1696
2013-03-15,46.95
2013-03-16,47.0002
2013-03-17,47.4
2013-03-18,51.6
2013-03-19,59.14
2013-03-20,64.4888
2013-03-21,70.85
2013-03-22,69.865
2013-03-23,64.35
2013-03-24,71.5
2013-03-25,73.6
2013-03-26,78.5
2013-03-27,88.92
2013-03-28,86.18
2013-03-29,90.5
2013-03-30,92.19
2013-03-31,93.03
2013-04-01,104
2013-04-02,117.98
2013-04-03,135
2013-04-04,132.12
2013-04-05,142.3236
2013-04-06,142.6311
2013-04-07,162.301
2013-04-08,187.5
2013-04-09,230
2013-04-10,165
2013-04-11,124.9
2013-04-12,117
2013-04-13,93
2013-04-14,90
2013-04-15,82.386
2013-04-16,68.3557
2013-04-17,93.07
2013-04-18,109.01
2013-04-19,118.48
2013-04-20,126.6155
2013-04-21,119.2
2013-04-22,127.4
2013-04-23,143.475
2013-04-24,154.2
2013-04-25,141.71
2013-04-26,136.9
2013-04-27,128.0001
2013-04-28,134.4444
2013-04-29,135.3
2013-04-30,141.96
2013-05-01,135.3
2013-05-02,117
2013-05-03,103.43
2013-05-04,91.01
2013-05-05,111.25
2013-05-06,116.79
2013-05-07,118.33
2013-05-08,106.4
2013-05-09,112.64
2013-05-10,113
2013-05-11,118.78
2013-05-12,113.01
2013-05-13,114.713
2013-05-14,117.18
2013-05-15,114.5
2013-05-16,114.156
2013-05-17,115.5
2013-05-18,123.1
2013-05-19,123.88
2013-05-20,120.501
2013-05-21,122.58
2013-05-22,122.9
2013-05-23,123
2013-05-24,125.748
2013-05-25,131.7
2013-05-26,130.77
2013-05-27,134.6
2013-05-28,128.985
2013-05-29,129.179
2013-05-30,132.13
2013-05-31,127.401
2013-06-01,127.98
2013-06-02,129.09
2013-06-03,121.3
2013-06-04,121.16
2013-06-05,121.309
2013-06-06,121.714
2013-06-07,119
2013-06-08,110.09
2013-06-09,108.401
2013-06-10,99.7497
2013-06-11,105.99
2013-06-12,108.9
2013-06-13,108.4
2013-06-14,102.769
2013-06-15,98.399
2013-06-16,99.99
2013-06-17,100.42
2013-06-18,102
2013-06-19,106.55
2013-06-20,107.9
2013-06-21,110.91
2013-06-22,109.015
2013-06-23,107.25
2013-06-24,108
2013-06-25,102.443
2013-06-26,103.691
2013-06-27,103.39
2013-06-28,99.66
2013-06-29,93.3311
2013-06-30,95.3886
2013-07-01,97.504
2013-07-02,89.489
2013-07-03,90.797
2013-07-04,78.8
2013-07-05,78.48
2013-07-06,67.809
2013-07-07,68.0831
2013-07-08,77.502
2013-07-09,76.3915
2013-07-10,77
2013-07-11,85.75
2013-07-12,93.804
2013-07-13,88.0622
2013-07-14,95.58
2013-07-15,94
2013-07-16,97.301
2013-07-17,98.9796
2013-07-18,97.8
2013-07-19,88.7869
2013-07-20,91.572
2013-07-21,89.28
2013-07-22,90.3672
2013-07-23,91.7024
2013-07-24,94.5806
2013-07-25,94.525
2013-07-26,96.9499
2013-07-27,94.13
2013-07-28,94.005
2013-07-29,98.5759
2013-07-30,101.5
2013-07-31,110.34
2013-08-01,106.23
2013-08-02,101.61
2013-08-03,103.7
2013-08-04,104.86
2013-08-05,106.56
2013-08-06,105.841
2013-08-07,106.75
2013-08-08,105.232
2013-08-09,103.958
2013-08-10,103.692
2013-08-11,103.48
2013-08-12,104.4
2013-08-13,106.89
2013-08-14,110.55
2013-08-15,111.701
2013-08-16,108.65
2013-08-17,109
2013-08-18,112.17
2013-08-19,117.879
2013-08-20,120.2
2013-08-21,120
2013-08-22,121.9
2013-08-23,121.18
2013-08-24,119
2013-08-25,120.5
2013-08-26,121.8
